normalized_used_price,normalized_new_price,actual_used_price,actual_new_price
4.307572449,4.715100245,74.26000001864418,111.61999995978475
5.162096647,5.519017936,174.5300000633989,249.38999994735218
5.111083765,5.884630724,165.84999993481077,359.46999984040553
5.135386588,5.630960854,169.93000007714585,278.92999992068985
4.389994804,4.947837479,80.63999997394853,140.86999996165306
4.413888608,5.060694494,82.59000001464932,157.70000000488983
3.878259375,4.518958489,48.3399999866902,91.73999998449356
4.729421148,5.18872569,113.22999996309291,179.24000001470804
4.886054204,5.299916088,132.43000000809502,200.32000001768145
4.773223771,5.073610093,118.3000000018524,159.74999995884136
4.26703657,4.713665782,71.30999999713248,111.4599999842406
4.657383057,4.770176021,105.35999995416567,117.94000005043611
5.236615523899999,6.213967894,188.0326323129371,499.6800002324667
4.617592706,5.398750764,101.25000000135184,221.1300000289001
4.111365547,4.487512143,61.030000027072695,88.90000004268454
4.411221293,4.866225902,82.3700000038584,129.8299999516822
5.022366217,5.517934708,151.7700000042565,249.11999997865342
4.777020443,5.193179048,118.75000001012332,180.0399999235313
4.248638089,4.792313433,70.01000000076267,120.57999999261337
4.267877613,5.517051209,71.37000000121498,248.8999999070243
4.556295018,5.304001183,95.22999998038695,201.1399999967144
4.45213555,5.48438191,85.81000001552911,240.90000009134303
4.560800238,5.195730778,95.65999997587922,180.50000004098507
4.595624773,5.39771011,99.04999998568134,220.89999990588086
4.426521875,5.006091654,83.64000003676537,149.31999999307402
5.213467289,6.039968956,183.73000006767808,419.87999992962943
4.636668853,5.631426812,103.19999999510186,279.0599998704992
4.905496976,5.520380334,135.03000000365245,249.72999993956492
4.820442843,5.39603374,124.02000000970686,220.52999998806803
4.577901759,5.558024257,97.31000001616346,259.30999995610046
4.872828107,5.478970866,130.69000005110706,239.5999999421859
4.170533701,4.598246271,64.75000002721785,99.3100000084148
4.709440107,5.765661212,110.98999998181003,319.15000009508566
5.133088887,5.51877732,169.53999996943887,249.32999994189495
5.236615523899999,7.244220373,188.0326323129371,1399.9900003910218
4.644390899,5.0681492,103.99999998529726,158.87999995283445
5.18245748,6.310336373,178.1199999192223,550.230000203007
4.322143925,4.95342982,75.34999999453677,141.65999995389302
5.065439086,5.672429397,158.44999997830342,290.7400000005295
4.931375613,5.634110801,138.5699999846709,279.8099998861505
4.997685135,6.107267847,148.0700000117527,449.11000017895896
4.99653637,5.294560318,147.9000000418921,199.2500000656879
4.537426534,5.306731865,93.45000000919809,201.68999996993705
4.705286977,5.010968572,110.52999996431384,150.0500000170493
5.236615523899999,7.438006989,188.0326323129371,1699.3600007252364
5.236615523899999,6.477264628,188.0326323129371,650.1900000855519
5.014826499,6.313729189,150.63000004297112,552.0999998398916
5.143474781,5.67029463,171.3100000441351,290.1199998563292
4.839293241,5.250281918,126.37999995635982,190.6200000935029
4.936629881,5.704781975,139.30000002984363,300.300000003218
5.236615523899999,5.856932654,188.0326323129371,349.64999994759603
5.001190835,5.556287375,148.58999996013983,258.85999999630036
5.236615523899999,5.9652489,188.0326323129371,389.649999887169
5.236615523899999,5.885520528,188.0326323129371,359.7900000317552
5.058853866,5.562948291,157.40999994227298,260.59000000806134
5.043683148,5.637785112,155.03999997791368,280.83999995814145
4.607467545,5.638105528,100.2299999963141,280.9300000055254
3.579343567,4.70311326,35.84999999836419,110.28999996492169
3.982295058,5.016551095,53.639999977821056,150.8900000715882
4.282068168,4.59764192,72.38999997791745,99.2500000429455
4.363608049,4.711779921,78.5399999882297,111.24999999484358
4.181439269,4.505460342,65.45999999521918,90.51000001456494
4.555244377,4.602165677,95.1299999792269,99.7000000032111
4.416669578,4.871296595,82.81999999027515,130.4899999381274
3.989909544,4.381026134,54.04999999539401,79.91999997280337
3.495598057,4.113002744,32.969999997242404,61.129999997516045
4.726768158,5.20136584,112.93000002986103,181.5199999143977
5.214881408,5.775141434,183.9899999436987,322.1900001166287
3.940610462,4.591071262,51.449999985590985,98.60000003859304
4.779375562,5.066133071,119.02999997859982,158.56000006632922
4.463721822,4.938064601,86.80999996495338,139.49999996353182
3.896096855,4.606768907,49.210000006009196,100.15999996476489
4.423648309,5.524974737,83.39999996958392,250.87999995934663
5.236615523899999,5.992264227,188.0326323129371,400.31999988849225
4.676839473,5.062468443,107.43000003454404,157.98000004166363
5.056182109,5.191233144,156.989999991801,179.69000001107565
4.879082894,5.601491318,131.50999995346206,270.83000006290433
4.350148896,5.299466706,77.49000001736873,200.23000003913324
3.875566468,5.015689168,48.209999979870844,150.75999993985658
4.734442522,6.768240306,113.80000003502418,869.7799999064982
5.236615523899999,6.55079458,188.0326323129371,699.8000000464752
4.636959508,5.481430277,103.22999995070785,240.19000004662263
4.230767603,4.870683334,68.76999997718593,130.4100000431904
4.709620287,5.82953368,111.00999996175085,340.2000000130088
5.236615523899999,7.003174544,188.0326323129371,1100.1200002799012
4.696928611,5.766225051,109.60999997504922,319.33000005271856
4.255328982,4.944353031,70.4800000262239,140.3799999575666
4.08933202,4.606369467,59.69999997620616,100.12000004369506
4.64352514,5.082211493,103.91000001407409,161.13000006679198
4.550608398,5.304299438,94.69000000043471,201.1999999546125
4.461877016,5.248023572,86.64999998599605,190.189999906128
4.582310892,4.864607093,97.74000001544204,129.62000000005574
4.373994463,4.694645192,79.36000000185564,109.35999995453972
4.517649588,5.300415165,91.61999995798345,200.42000007411886
4.887940214,5.704049106,132.679999989538,300.0800000679286
4.358630057,5.191066176,78.15000001035601,179.6600000357414
3.335413641,3.925925911,28.089999996737287,50.70000002042514
5.167866937,6.272027589,175.5399999712165,529.549999846601
4.665512415,5.526329049,106.22000000061047,251.21999993490718
4.290185431,5.195176608,72.97999999939417,180.40000006701433
4.721084811,5.830679408,112.2900000466624,340.59000005294405
4.842295535,5.388660686,126.760000022472,218.90999990244524
4.959412173,6.040659391,142.51000004487338,420.1699998789181
3.335413641,3.926714554,28.089999996737287,50.73999999131657
3.335413641,3.664842876,28.089999996737287,39.0499999888436
3.335413641,4.244630641,28.089999996737287,69.7299999837585
3.335413641,4.094844437,28.089999996737287,60.02999998416698
3.335413641,3.884240624,28.089999996737287,48.62999997978477
4.829672813,5.704848573,125.16999995745071,300.320000048592
5.186882886,7.090784918,178.90999998179927,1200.8499995679674
4.186011751,5.004885462,65.76000001657647,149.13999998275213
3.616308761,4.100160948,37.199999989617446,60.35000002754734
4.055430469,4.591983624,57.71000001599288,98.68999998184935
3.335413641,3.399863159,28.089999996737287,29.960000010515405
3.335413641,2.911263117,28.089999996737287,18.380000001331794
5.236615523899999,6.216845593,188.0326323129371,501.1199998184025
3.370738174,3.699077279,29.099999994836296,40.40999999634765
